Source String,Target String,Predicted String
enugunu,ఏనుగును,ఎనుగును
freeman,ఫ్రీమన్,ఫ్రీమాన్
tyres,టయర్స్,టైర్స్
bodhinchenu,బోధించెను,బోధించేను
bhuummeeda,భూమ్మీద,భూమ్మీద
maatlaadataaniki,మాట్లాడటానికి,మాట్లాడతానికి
knoxville,నాక్స్విల్,క్నోక్వ్విల్లే
beeesee,బీఎస్ఈ,బీసే
gurutva,గురుత్వ,గురుత్వ
vente,వెంటే,వెంటే
chelli,చెల్లి,చెల్లి
jyesta,జ్యేష్ఠ,జ్యేస్తా
sastravettalu,శాస్త్రవేత్తలు,సస్తతరవేత్తలు
ohinchukogamaa,ఊహించుకోగమా,ఓహించుకోగమా
chaerukunnaaru,చేరుకున్నారు,చేరుకున్నారు
shastrachikitsanu,శస్త్రచికిత్సను,శస్త్రచికిత్సను
guarani,గ్వారని,గురాని
thaginavi,తగినవి,తగినవి
uchchharistaaru,ఉచ్ఛరిస్తారు,ఉచ్చరిస్తారు
praaptini,ప్రాప్తిని,ప్రాప్తిని
aadheshinchagaa,ఆదేశించగా,ఆధేశించగా
hetuvulu,హేతువులు,హేతువులు
dhaarina,దారిన,ధారిన
shaatamto,శాతంతో,శాతంతో
morepen,మోరెపెన్,మోరెపెన్
gummaalu,గుమ్మాలు,గుమ్మాలు
udikinchina,ఉడికించిన,ఉడికించిన
patrikalatoe,పత్రికలతో,పత్రికలతో
cherukovataaniki,చేరుకోవటానికి,చేరుకోవటానికి
sarawagi,సరావాగి,సరరవవి
peyi,పేయి,పేయి
subhavartha,శుభవార్త,సుభవర్థ
vijayaniki,విజయానికి,విజయననికి
vahinchinaa,వహించినా,వహించినా
pratibimbam,ప్రతిబింబం,ప్రతిబింబం
teesiveyadaniki,తీసివేయడానికి,తీసివేయడడనికి
maripeda,మరిపెడ,మారిపెడ
yerpadadam,ఏర్పడడం,యర్పపడంం
sulabha,సులభ,సులభభ
kajin,కజిన్,కాజనన్
poojimchadam,పూజించడం,పూజించడం
siliindraalu,శిలీంద్రాలు,సిలీంద్రాలు
saarinchaadu,సారించాడు,సారించాడు
tholinaalhlhaloo,తొలినాళ్ళలో,తోలినాల్లలో
mayoru,మేయరు,మయోరు
kolestaraal,కొలెస్టరాల్,కొలేస్తారాల్
junagadh,జూనాగఢ్,జునగా్
anivaaryamyna,అనివార్యమైన,అనివార్యంయ్న
imtagaa,ఇంతగా,ఇంతగా
pattinchukuntunnaayi,పట్టించుకుంటున్నాయి,పట్టించుకుంటున్నాయి
shubbir,షబ్బీర్,షుబ్రిర్
wise,వైజ్,విస్
naastikudu,నాస్తికుడు,నాస్తికుడు
samaadhulanu,సమాధులను,సమాధులను
palakadam,పలకడం,పలకడం
pradhanoopaadhyaayudu,ప్రధానోపాధ్యాయుడు,ప్రధనూపాధ్యాయుడు
lab,ల్యాబ్,లాబ్
anakaaputtoorulo,అనకాపుత్తూరులో,అనకాపుట్తూరులో
vishvasaniiyata,విశ్వసనీయత,విశ్వసనీయత
moolapadadam,మూలపడడం,మూలపడడం
ithivrutham,ఇతివృత్తం,ఇతివృతం
prudential,ప్రూడెన్షియల్,ప్రుడెంిియల్
henson,హెన్సన్,హెన్సన్
yeekrindi,యీక్రింది,యీక్రింది
saunders,సౌండర్స్,సాండర్స్
bhishmudiki,భీష్ముడికి,భిష్ముడికి
aarka,ఆర్కా,ఆర్క
kriyalaku,క్రియలకు,క్రియలకకు
vunnaarandaru,వున్నారందరు,వున్నారందరు
kathakudu,కథకుడు,కథకుడు
aatmalaku,ఆత్మలకు,ఆత్మలకు
velikiteestoone,వెలికితీస్తూనే,వెలికితీస్తోనే
raadha,రాధ,రాధ
pratibimbistuu,ప్రతిబింబిస్తూ,ప్రతిబింబిస్తూ
nivaasasthudigaa,నివాసస్థుడిగా,నివాసస్థుడిగా
paso,పసో,పాసో
karivepaaku,కరివేపాకు,కరివేపాకు
rakshinchataaniki,రక్షించటానికి,రక్షించటానికి
mahalakshmi,మహాలక్ష్మి,మహాలక్ష్మి
bharatiiyulapai,భారతీయులపై,భరతీీయులపై
aaharamugaa,ఆహారముగా,ఆహరముగా
dixon,డిక్సన్,డిక్స్న్
balaghat,బాలఘాట్,బలాఘత్
jarupukuntunna,జరుపుకుంటున్న,జరుపుకుంటున్న
velletappudu,వెళ్ళేటప్పుడు,వెళ్లేటప్పుడు
rajasthan,రాజస్థాన్,రాజస్థాన
dhigaaru,దిగారు,ధిగారు
mobile,మొబైల్,మోబిలే
intikeltaanani,ఇంటికెళ్తానని,ఇంటికెళ్తానని
mahaalaya,మహాలయ,మహాలయ
kalisiyundunu,కలిసియుండును,కలిసియుండును
waarrior,వారియర్,వార్రియర్
thaagubothula,తాగుబోతుల,తాగుబోతుల
kollayi,కొల్లాయి,కోల్లయి
charithrakarulaku,చరిత్రకారులకు,చరిత్రకరులకు
teesukovaalsi,తీసుకోవాల్సి,తీసుకోవాల్సి
tikket,టికెట్,తిక్కెట్
cheratam,చేరటం,చేరతం
khan,ఖాన్,ఖన్
departure,డిపార్చర్,డిపార్టరర
janesville,జెనెస్విల్ల్,జానే్విల్లే
uppal,ఉప్పల్,ఉప్పాల్
bhagawat,భగవత్,భాగాత్
tirigiposaagindi,తిరిగిపోసాగింది,తిరిగిపోసాగింది
aktiviti,ఆక్టివిటీ,అక్తివితి
dhilliini,ఢిల్లీని,ధిల్లీని
padavalasina,పడవలసిన,పదవలసిన
padhilangaa,పదిలంగా,పధిలంగా
dhigabadina,దిగబడిన,ధిగబడిన
universitylo,యూనివర్శిటీలో,అననివర్సిటీలో
lohamtho,లోహంతో,లోహంతో
kandaraalaku,కండరాలకు,కందరాలకు
prakatinchabotunnatlu,ప్రకటించబోతున్నట్లు,ప్రకటించబోతున్నట్లు
ludivic,లుడివిక్,లూడివిక్
adistaanam,అదిస్టానం,అదిస్తానం
koolchivesi,కూల్చివేసి,కూల్చివేసి
tisukupovadaniki,తీసుకుపోవడానికి,తిసుకుపోవడానికి
foodworks,ఫుడ్వర్క్స్,ఫూడ్వార్క్స్
rochester,రోచేస్టర్,రోచెస్టర్
roodlu,రోడ్లు,రూడ్లు
strongsville,స్ట్రాంగ్స్విల్ల్,స్ట్రోంగ్స్విల్ల్
gandhi,గాంధి,గంంధి
kshinathaku,క్షీణతకు,క్షిణతకు
bollaapalli,బొల్లాపల్లి,బోల్లాపల్లి
preet,ప్రీత్,ప్రీట్
pravesinchina,ప్రవేశించిన,ప్రవేశించిన
aandolanala,ఆందోళనల,ఆందోళనల
swanson,స్వన్సన్,స్వాన్సన్
daaditho,దాడితో,దాడితో
evmlane,ఇవిఎంలనే,ఎవ్మ్లాన్
andhinchaalane,అందించాలనే,అంధించాలనే
aadesinchagaa,ఆదేశించగా,ఆదేశించగా
ardhaalanu,అర్ధాలను,అర్థాలను
rojuluga,రోజులుగా,రోజులుగా
parinaamaaniki,పరిణామానికి,పరిణామానికి
terakekkabotondata,తెరకెక్కబోతోందట,తెరకెక్కబోతోందట
guuarani,గ్వారని,గూరరని
shaastraveettha,శాస్త్రవేత్త,శాస్త్రవీత్త
taralistundagaa,తరలిస్తుండగా,తరలిస్తుండగా
agakunda,ఆగకుండా,ఆగకుండా
spandistharo,స్పందిస్తారో,స్పందిస్థరోో
antimarushi,అంతిమఋషి,అంతిమరుషష
baksing,బాక్సింగ్,బక్సిిగగ
chaestumdaa,చేస్తుందా,చేస్తుందా
gaduvunu,గడువును,గడువును
raapeti,రాపేటి,రాపేటి
peduthundagaa,పెడుతుండగా,పెడుతుండగా
bandhuvulaku,బంధువులకు,బంధువులకు
kaligina,కలిగినా,కలిగిన
moolikaa,మూలికా,మూలికా
kiranala,కిరణాల,కిరణల
buchchi,బుచ్చి,బుచ్చి
surgary,సర్జరీ,సుర్గార
baker,బేకర్,బాకర్
athmatho,ఆత్మతో,అత్మతో
rakshakudu,రక్షకుడు,రక్షకుడు
prana,ప్రాణ,ప్రణ
mosley,మోస్లీ,మోస్లీ
balot,బ్యాలెట్,బలోట్్
dashalavaareegaa,దశలవారీగా,దశలవారీగా
westindestho,వెస్టిండీస్తో,వేస్టిండేస్తో
suddhiga,శుద్ధిగా,సుద్ధిగా
golla,గొల్ల,గోల్ల
athanni,అతన్ని,అతన్ని
kimidi,కిమిడి,కిమిది
raajayyaniki,రాజ్యానికి,రాజయ్యనికి
felix,ఫిలిక్స్,ఫెలిక్స్
mukhaanni,ముఖాన్ని,ముఖాన్ని
bapat,బాపట్,బాపాట్
rendellu,రెండేళ్ళు,రెండేళ్లు
liberty,లిబర్టీ,లిబెర్టీ
nilichinan,నిలిచినన్,నిలిచినన్
puttaboye,పుట్టబోయే,పుట్టబోయే
bucchi,బుచ్చి,బుచ్చి
vipattula,విపత్తుల,విపట్టుల
deth,డెత్,డెత్
commerce,కామర్స్,కమర్ర్స్
vyabhichaara,వ్యభిచార,వ్యభిచార
karachi,కరాచీ,కరచచి
uttamamgaa,ఉత్తమంగా,ఉత్తమంగా
chestunnaadantunnaaru,చేస్తున్నాడంటున్నారు,చేస్తున్నాడంటున్నారు
kaasilo,కాశీలో,కాసిలో
dhittangaa,దిట్టంగా,ధిత్తంగా
thaittireeya,తైత్తిరీయ,తైత్తిరీయ
varnincharu,వర్ణించారు,వర్ణించారు
paruchoori,పరుచూరి,పరుచూరి
youngstown,యంగ్స్టౌన్,యోగ్్స్టావ్
upayooginchukobaduthundi,ఉపయోగించుకోబడుతుంది,ఉపయోగించుకోబడుతుంది
bharatiyulapie,భారతీయులపై,భారతియులపై
tharamgini,తరంగిణి,తరంగిని
tyler,టైలర్,టైలర్
higgins,హిగ్గిన్స్,హిగిన్స్
dhavadalu,దవడలు,ధవదాలు
madhyavartitvam,మధ్యవర్తిత్వం,మధ్యవర్తిత్వం
eduravtuntaayani,ఎదురౌతుంటాయని,ఎదురవ్తుంటాయని
tiraskarinchavachchu,తిరస్కరించవచ్చు,తిరస్కరించవచ్చు
paaraayanha,పారాయణ,పారాయణ
chaeyimchina,చేయించిన,చేయించిన
sciences,సైన్సెస్,స్కిసెన్స్
shaaku,షాకు,శాకు
oravadi,ఒరవడి,ఒరవాది
anwayinchewaaru,అన్వయించేవారు,అన్వయయించేవారు
palpadindi,పాల్పడింది,పాల్పడింది
heritage,హెరిటేజ్,హెరిటేజ్
oohisthaaru,ఊహిస్తారు,ఊహిస్తారు
sambhaashanhala,సంభాషణల,సంభాషణల
ashta,అష్టా,అష్ట
strongsville,స్ట్రాంగ్స్విల్లే,స్ట్రోంగ్స్విల్ల్
bible,బైబిల్,బిబ్ల్
bhagavath,భగవత్,భగవతత్
bayonne,బయోన్,బయోన్నన
leandro,లియండ్రో,లీండ్రో
samarpinchiri,సమర్పించిరి,సమర్పించిరి
nadhilooki,నదిలోకి,నధిలోకి
sandharbhamulo,సందర్భములో,సంధర్భములో
aagaledu,ఆగలేదు,ఆగలేదు
samatulyata,సమతుల్యత,సమతుల్యత
kaayamu,కాయము,కాయము
penchutunnaaru,పెంచుతున్నారు,పెంచుతున్నారు
grishma,గ్రీష్మ,గృరిష్మ
betul,బేతుల్,బెటుల్
pramukhulalo,ప్రముఖులలో,ప్రముఖులలో
raajyasabha,రాజ్యసభ,రాజ్యసభభ
muthyaalanu,ముత్యాలను,ముత్యాలను
vandina,వండిన,వండిన
jyaeshta,జ్యేష్ఠ,జ్యేష్ట
samchikaku,సంచికకు,సంచికకు
vaartalanu,వార్తలను,వార్తలను
nishtatho,నిష్టతో,నిష్టతో
jagdalpur,జగ్దల్పుర్,జాగ్ాల్పూర్
bhaaryaabhartala,భార్యాభర్తల,భార్యాభర్తల
aleem,అలీమ్,అలీమ
kandara,కండర,కందర
finserv,ఫిన్సర్వ్,ఫిన్సర్వ్్
chesaaru,చేసారు,చేశారు
balmer,బల్మెర్,బలలమరర
ghorangaa,ఘోరంగా,ఘోరంగా
dongatanaala,దొంగతనాల,దొంగతనాల
austreliapai,ఆస్ట్రేలియాపై,ఆస్ట్రెలియాపై
pachigaanee,పచ్చిగానే,పచ్చిగానీ
viswadaabhiraama,విశ్వదాభిరామ,విశ్వదాభిరామ
sophiaa,సోఫియా,సోఫియా
jharkhand,ఝార్ఖండ్,ఝర్ఖాంద్
aastreliyaapai,ఆస్ట్రేలియాపై,ఆస్త్రేలియాపై
musharu,మూశారు,ముషారు
hormonula,హార్మోనుల,హోర్మోనులా
caagitampai,కాగితంపై,కాగితంపై
prayaninchey,ప్రయాణించే,ప్రయాణించేయే
vistharimpa,విస్తరింప,విస్తరింప
sarvumunu,సర్వమును,సర్వుమును
jyotsna,జ్యోత్స్న,జ్యోత్స్నా
lalchandani,లల్చందని,లాల్చందని
anthamavuthundhi,అంతమవుతుంది,అంతమవుతుంది
rgaanno,ర్గాన్నో,ర్గాన్నో
pradarsinchukunnaarani,ప్రదర్శించుకున్నారని,ప్రదర్శించుకున్నారని
dhruveekarana,ధృవీకరణ,ధృవీకరణ
atmaga,ఆత్మగా,అత్మగాా
composites,కాంపోజిట్స్,కాపోసిటెస్
cherukunnappudu,చేరుకున్నప్పుడు,చేరుకున్నప్పుడు
alankarinchabadi,అలంకరించబడి,అలంకరించబడి
padatamtho,పడటంతో,పడటంతో
panchaaraama,పంచారామ,పంచారామ
fluorochemicals,ఫ్ల్యూరోకెమికల్స్,ఫ్లూరోచ్చేమికల్స్
bommalo,బొమ్మలో,బొమ్మలో
vartamaanam,వర్తమానం,వర్తమానం
hess,హెస్,హెస్స్
yadhurkonagalanu,ఎదుర్కొనగలను,యధుర్కోణగలను
amerikan,అమెరికన్,అమెరికాన్
kottayam,కోట్టయం,కొత్తయం
abhimaana,అభిమాన,అభిమాన
erpadataaniki,ఏర్పడటానికి,ఎర్పడటానికి
samudrikam,సాముద్రికం,సముదదరరకం
sainyalatho,సైన్యాలతో,సైన్యలతో
nirmoolinchaali,నిర్మూలించాలి,నిర్మూలించాలి
thippagaanae,తిప్పగానే,తిప్పగానే
bhopal,భోపాల్,భోపా్
bhavincheevaru,భావించేవారు,భవవించేవరు
gray,గ్రే,గ్రా
strokes,స్ట్రోక్స్,స్ట్రోకెస్
chathurdha,చతుర్ధ,చతుర్ధ
aadhaaraalanu,ఆధారాలను,ఆధారాలను
samsadh,సంసద్,సంసాధ్
redding,రెడ్డింగ్,రిడ్డింగ్
bhaaratheeyulapai,భారతీయులపై,భారతీయులపై
kaase,కాసే,కాసే
rutu,ఋతు,రుతు
sakramamaina,సక్రమమైన,సక్రమమైన
rasamaya,రసమయి,రసమయయ
bhavanaalaku,భవనాలకు,భవనాలకు
astra,అస్త్ర,అస్త్ర
teesukunnaayi,తీసుకున్నాయి,తీసుకున్నాయి
prathaaparudhra,ప్రతాపరుద్ర,ప్రతాపరుధ్ర
haiskululo,హైస్కూలులో,హైస్కులులో
pataye,పతయే,పాాయేే
daarina,దారిన,దారిన
vidvaamsudu,విద్వాంసుడు,విద్వాంసుడు
magadu,మగడు,మగదా
cables,కేబుల్స్,కాయ్ల్స్
avannee,అవన్నీ,అవన్నీ
gloo,గ్లూ,గ్లూ
challagane,చల్లగానే,చల్లగనేే
aadhwaryamuloo,ఆధ్వర్యములో,ఆధ్వర్యములో
samchaaramu,సంచారము,సంచారము
dhaulpur,ధవల్పూర్,ధౌల్పూర్
sulthanulu,సుల్తానులు,సుల్తనులు
kadupuloeki,కడుపులోకి,కడుపులోకి
daar,దార్,దార్
ddhi,ద్ధి,ద్ధి
vikalaangulu,వికలాంగులు,వికలాంగులు
domen,డొమైన్,డోమెన్
abhyarthulanu,అభ్యర్థులను,అభ్యర్థులను
aandolanalaku,ఆందోళనలకు,ఆందోళనలకు
tyagam,త్యాగం,త్యాగం
deeshi,దేశి,దీశి
avasaramai,అవసరమై,అవసరమై
tera,తెర,తెరా
gurtistundannaaru,గుర్తిస్తున్నదన్నారు,గుర్తిస్తుందన్నారు
haveli,హవేలీ,హావేలి
yuddhaalu,యుద్ధాలు,యుద్ధాలు
sariraa,సరిరా,సరిరా
draoupadito,ద్రౌపదితో,ద్రౌౌపడితో
sarihaddulaloo,సరిహద్దులలో,సరిహద్దులలో
aalasyam,ఆలస్యం,ఆలస్యం
vasudevarao,వాసుదేవరావు,వాసదేవరావు
luna,లూనా,లునా
departchar,డిపార్చర్,దెపార్్్చార్
ainappataki,ఐనప్పటికీ,ఐనిప్పటకి
aamodincharu,ఆమోదించారు,ఆమోదించరు
perugudala,పెరుగుదల,పెరుగుడల
whitaker,విటేకర్,వితాకర్
charita,చరిత,చరిత
gurraniki,గుర్రానికి,గుర్రానికి
chitraranga,చిత్రరంగ,చిత్రరంగగ
infobeans,ఇన్ఫోబీన్స్,ఇన్ఫోబెయన్స్
neramga,నేరంగా,నేరంగా
thippadam,తిప్పడం,తిప్పడం
ansari,అన్సారీ,అన్సరరి
austrelialoni,ఆస్ట్రేలియాలోని,ఆస్ట్రెలియలలని
industrial,ఇండస్ట్రియల్,ఇండస్ట్రియల్
rasaru,రాసారు,రసరాు
guntur,గుంటూర్,గుంటర్
grandhaalayaalanu,గ్రంథాలయాలను,గ్రంథాలయాలను
sandarbhamuna,సందర్భమున,సందర్భమున
sanniveshaallo,సన్నివేశాల్లో,సన్నివేశాల్లో
kutraku,కుట్రకు,కుత్రకు
vellipoyaademo,వెళ్లిపోయాడేమో,వెళ్లిపోయాడేమో
infraprojects,ఇన్ఫ్రాప్రాజెక్ట్స్,ఇన్ఫ్రాప్రజజ్ట్ట్్
kaasiki,కాశీకి,కాసికి
nadu,నాడు,నడు
mede,మేడే,మెదే
chaturvedi,చతుర్వేది,చాుర్వేది
bhagalalo,భాగాలలో,భగగలలో
alochanato,ఆలోచనతో,అలోచనతో
nucleus,న్యూక్లియస్,న్క్యస్స్
vootam,వూతం,వూటం
amerikanla,అమెరికన్ల,అమెరికన్లా
heeroyin,హీరోయిన్,హీరోయిన్
himatsingka,హిమ్మత్సింగ్కా,హిమాత్సింగక
sastravetta,శాస్త్రవేత్త,సస్త్రవేత్త
reliance,రిలయన్స్,రిలియా్సస్
randolph,రాండోల్ఫ్,రండోల్ఫ్
sruti,శ్రుతి,శృరుతి
vetanam,వేతనం,వేతనన
prakrutishaastra,ప్రకృతిశాస్త్ర,ప్రకృతిషాస్త్ర
ravo,రావో,రావో
leach,లీచ్,లీచ్
kamarhati,కమర్హటి,కమర్హతి
savaranani,సవరణని,సవరణని
uttharayanam,ఉత్తరాయణము,ఉత్తరాయణం
nuuthanamgaa,నూతనంగా,నూతనంగా
caritrakarul,చరిత్రకారుల,కారతతరరకరరల్
sankshobhaniki,సంక్షోభానికి,సంక్షోభనికి
cheyalekapotunnaamante,చేయలేకపోతున్నామంటే,చేయలేకపోతున్నామంటే
guravutunnappatiki,గురవుతున్నప్పటికి,గురవుతున్నప్పటికీ
south,సౌత్,సౌత్
pramaanhaalloo,ప్రమాణాల్లో,ప్రమాణాల్లో
bjploki,బీజేపీలోకి,బీపీప్లోకి
soubhari,సౌభరి,సౌభరి
laagadam,లాగడం,లాగడం
parween,పర్వీన్,పర్వీన్
kavithalanu,కవితలను,కవితలను
mana,మాన,మననా
chennai,చెన్నై,చెన్నైయి
parishodhistunnaarani,పరిశోధిస్తున్నారని,పరిషోధిస్తున్నారని
cheshaayani,చేశాయని,చేషాయని
emmelyelapai,ఎమ్మెల్యేలపై,ఏమ్మెల్యేలపై
peethaanni,పీఠాన్ని,పీఠాన్ని
matastula,మతస్తుల,మతస్తుల
pakkuna,పక్కున,పక్కున
tolagipotaayi,తొలగిపోతాయి,తొలగిపోతాయి
varasaloe,వరసలో,వరసలో
thanakuu,తనకూ,తనకూ
picca,పిక్క,పిక్కా
perth,పెర్త్,పెర్త్
belide,బిలైడ్,బెలిడ్
cousin,కజిన్,కోసిన్
sheboygan,షెబోయ్గన్,శెబోయ్గా్
rojurojukoo,రోజురోజుకూ,రోజురోజుకూ
micqey,మిక్కీ,మైక్సీ
buddha,బుద్ధ,బుద్ధ
fasteners,ఫాస్టెనర్స్,ఫాస్టెనర్స్
tanikhi,తనిఖీ,తనికి
gauravaalundi,గౌరవాలుండి,గౌరవాలుండి
vaarikee,వారికీ,వారికీ
udhampur,ఉధమ్పూర్,ఉధంపూరర
yuvata,యువత,యువత
khaaleelu,ఖాళీలు,ఖాలీలు
saarinchaaru,సారించారు,సారించారు
escondido,ఎస్కోండిడో,ఎస్కాందిదో
pooshinchaaru,పోషించారు,పోషించారు
madhya,మధ్య,మధ్య
dhanaguptudu,ధనగుప్తుడు,ధనగుప్తుడు
assam,అస్సాం,అస్సం
chitranshi,చిత్రాంశీ,చిత్రా్షిి
samchaara,సంచార,సంచార
mrutiki,మృతికి,మృతికి
soochikalanu,సూచికలను,సూచికలను
subhratha,శుభ్రత,సుభ్రత
praatipadikapie,ప్రాతిపదికపై,ప్రాతిపడికపీ
rehman,రెహ్మాన్,రిహ్మాన
dunwoody,డన్వుడీ,డున్ూడడ
unnanthavaraku,ఉన్నంతవరకూ,ఉన్నంతవరకు
granthaalayyalanu,గ్రంథాలయాలను,గ్రంథాలయ్యలను
kechap,కెచప్,కెచాప్
janapadham,జానపదం,జనపాం
aajaad,ఆజాద్,ఆజాడ్
sing,సింగ్,సింగ్
ujjain,ఉజ్జయిన్,ఉజ్జాన్
dharsanaaniki,దర్శనానికి,ధర్సనానికి
vikram,విక్రమ్,విక్రం
ander,అండర్,అందర్
avetar,అవతార్,అవేటర్
agnyapinchina,ఆజ్ఞాపించిన,అగ్నయపిిచచిన
maartial,మార్షల్,మార్టియల్
aranyamloo,అరణ్యంలో,అరణ్యంలో
tejaswini,తేజస్విని,తేజస్విని
nipunudu,నిపుణుడు,నిపునుడు
suukti,సూక్తి,సూక్తి
anveshisthuu,అన్వేషిస్తూ,అన్వేషిస్తూ
srinagar,శ్రీనగర్,శ్రీనాగర్
jaaree,జారీ,జారీ
lucie,లూసీ,లుసియి
rakanganuu,రకంగానూ,రకంగనూ
vishnuvunu,విష్ణువును,విష్ణువును
varavararao,వరవరరావు,వరవరరరవవు
tharamgaalanu,తరంగాలను,తరంగాలను
maaruteeravu,మారుతీరావు,మారుతీరవు
vyavaharinche,వ్యవహరించే,వ్యవహరించే
balopetamavutunnaayi,బలోపేతమవుతున్నాయి,బలోపేతమవుతున్నాయి
dubey,దుబెయ్,డ్బెయ్
praatipadikagaa,ప్రాతిపదికగా,ప్రాతిపడికగా
palachani,పలచని,పలచని
francisco,ఫ్రాన్సిస్కో,ఫ్రాన్సిస్కో
pattukuntunnappatikee,పట్టుకుంటున్నప్పటికీ,పట్టుకుంటున్నప్పటికీ
tidipiloki,టీడీపీలోకి,తిడిపిలోకి
agnani,అజ్ఞాని,అజ్ఞాని
aahvaanaalu,ఆహ్వానాలు,ఆహ్వానాలు
viramana,విరమణ,విరమమన
mundumaataloo,ముందుమాటలో,ముందుమాటలో
betaala,బేతాళ,బెటాల
maruti,మారుతి,మరరుతి
kavayitriga,కవయిత్రిగా,కావయితతిగా
krishna,కృష్ణ,కృష్ణ
aidellake,అయిదేళ్లకే,ఐదేళ్లకే
prathibimba,ప్రతిబింబ,ప్రతిబింబ
mostunnappude,మోస్తున్నప్పుడే,మోస్తున్నప్పుడే
macon,మేకన్,మాకాన్
aasaya,ఆశయ,ఆసయ
yenatikii,ఏనాటికీ,యననటికీ
robins,రాబిన్స్,రోబిన్స్
neethi,నీతి,నీతి
laabhadaayakamaina,లాభదాయకమైన,లాభదాయకమైన
airtel,ఎయిర్టెల్,ఐయిర్టెల్
manushya,మనుష్య,మనుష్య
anaparthi,అనపర్తి,అనపర్తి
arthamloo,అర్థంలో,అర్థంలో
yakima,యాకిమా,యకిమమా
bodhimchadaaniki,బోధించడానికి,బోధించడానికి
patan,పటాన్,పటననన
sastrachikitsaloe,శస్త్రచికిత్సలో,సస్త్రచికిత్సలో
maikrofloraanu,మైక్రోఫ్లోరాను,మైక్రొఫ్ఫోరాను
dhanyam,ధాన్యం,ధన్యం
morrison,మారిసన్,మోర్రిసన్
pooritha,పూరిత,పూరిత
pakisthan,పాకిస్థాన్,పకిస్తాన
telangana,తెలంగాణా,తెలంగన
arthamlo,అర్థంలో,అర్థంలో
roogaanni,రోగాన్ని,రూగాన్ని
kaalakramena,కాలక్రమేణ,కాలక్రమేన
varninchee,వర్ణించీ,వర్ణించే
prathibimbam,ప్రతిబింబం,ప్రతిబింబం
shravanabelagola,శ్రావణబెళగొళ,శ్రవణబెలగగోల
conasaaginchanunnaru,కొనసాగించనున్నారు,కొనసాగించనున్నారు
raajawwato,రాజవ్వతో,రాజవ్వతో
abhimaanulee,అభిమానులే,అభిమానులే
nallapareddi,నల్లపరెడ్డి,నల్లపరెడ్డిి
palapunta,పాలపుంత,పలలుుంట
cukie,కుకీ,క్కియి
tanaku,తనకూ,తనకు
alavatina,అలవాటైన,అలవాటినా
vinipistoo,వినిపిస్తూ,వినిపిస్తూ
yaantrikamaina,యాంత్రికమైన,యాంత్రికమైన
pragalbhaalu,ప్రగల్భాలు,ప్రగల్భాలు
krushnaarjunulu,కృష్ణార్జునులు,కృష్ణార్జునులు
aavaginjantha,ఆవగింజంత,ఆవగింజంత
chesukuntundannadi,చేసుకుంటుందన్నది,చేసుకుంటుందన్నది
erpadindani,ఏర్పడిందని,ఏర్పడిందని
cheptoo,చెప్తూ,చెప్తూ
anneeseeju,అన్నీసీజు,అన్నీసీజు
praantamuloo,ప్రాంతములో,ప్రాంతములో
kaalidasu,కాళిదాసు,కాలిదసస
pattukunnaamanna,పట్టుకున్నామన్న,పట్టుకున్నామన్న
amanagaa,ఏమనగా,అమనగా
duradrushtakara,దురదృష్టకర,దురదృష్టకర
samaachaaramlo,సమాచారంలో,సమాచారంలో
phangal,ఫంగల్,ఫంగల్
bedirimpulaku,బెదిరింపులకు,బెదిరింపులకు
samudaayaalu,సముదాయాలు,సముదాయాలు
ray,రే,రాయ్
khandince,ఖండించే,ఖాడింనసస్
nagaraallo,నగరాల్లో,నగరాల్లో
pradhanyamgaa,ప్రాధాన్యంగా,ప్రధన్యంగా
kamdaraala,కండరాల,కందరాల
malaysiake,మలేషియాకే,మలలయసిియకే
rangamma,రంగమ్మ,రంగమ్మ
maargadarshakudaina,మార్గదర్శకుడైన,మార్గదర్శకుడైన
cathedral,కేథడ్రల్,కాథెడ్రల్
ane,అనె,అనే
avagaahana,అవగాహన,అవగాహన
briyan,బ్రియాన్,బ్రియన్
aavagimjamta,ఆవగింజంత,ఆవగింజంత
panitanam,పనితనం,పనితనం
steroid,స్టెరాయిడ్,స్టెరోయిడ్
kudinchutundi,కుదించుతుంది,కుడించుతుంది
iddhari,ఇద్దరి,ఇద్ధరి
thappukuntune,తప్పుకుంటూనే,తప్పుకుంటూనే
insurance,ఇన్సూరెన్స్,ఇన్సురానసస్
kheda,ఖేద,ఖేడా
greer,గ్రీర్,గ్రీర్
mamdha,మంద,మంధ
anugrahistaayi,అనుగ్రహిస్తాయి,అనుగ్రహిస్తాయి
nagaur,నాగౌర్,నాగర్
dhaman,థమన్,ధమనన్
shantiniketan,శాంతినికేతన్,శంతతినికేనన్
ematram,ఏమాత్రం,ఏమాత్రం
ayipoyindannaaru,అయిపోయిందన్నారు,అయిపోయిందన్నారు
polyplex,పోలీప్లెక్స్,పోలిప్లక్స్
raamaayanam,రామాయణం,రామాయనం
maanthrika,మాంత్రిక,మాంత్రిక
singana,సింగన,సింగన
daasii,దాసీ,దాసీ
mayday,మేడే,మా్యా్
daldovaa,దల్దోవా,దల్్ోవా
breweries,బ్రీఎరీస్,బ్రెవరరిస్
somavaramu,సోమవారము,సోమవరము
satin,సాటిన్,సతిిన్
juustnnai,జూస్తున్నాయి,జూస్ట్న్నాయ
sikshanaku,శిక్షణకు,శిక్షణకు
dayyalu,దయ్యాలు,దయ్యలల
